epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
37,10303.8,0.73383,1.48238,0.93897,1.09143,0,0.30267,0.31075,0.26617,0.16893,0.33965,0.28668,0.2501,0.13713,1.35706,2.49835,1.89906,1.50829,0,2.872e-05,2.872e-05,2.872e-05
38,10506,0.70693,1.37814,0.86567,1.07152,0,0.41055,0.35233,0.30667,0.19622,0.38966,0.32682,0.27368,0.16058,1.34392,2.46018,1.90112,1.50038,0,2.674e-05,2.674e-05,2.674e-05
39,11067.3,0.6989,1.33025,0.82161,1.07156,0,0.3963,0.33789,0.32721,0.21589,0.40397,0.34294,0.31157,0.18427,1.27977,2.42301,1.78662,1.43048,0,2.476e-05,2.476e-05,2.476e-05
40,11286.8,0.67086,1.35766,0.80129,1.05135,0,0.34105,0.42288,0.31478,0.2054,0.3115,0.36563,0.28784,0.17258,1.29224,2.40805,1.81351,1.45839,0,2.278e-05,2.278e-05,2.278e-05
41,11504.1,0.67252,1.25667,0.73578,1.04392,0,0.38546,0.42426,0.33394,0.21013,0.32289,0.37055,0.30564,0.17427,1.30724,2.40502,1.83724,1.46417,0,2.08e-05,2.08e-05,2.08e-05
42,11705.2,0.67498,1.19844,0.69575,1.05657,0,0.45925,0.36271,0.3256,0.20092,0.35659,0.30986,0.29676,0.16672,1.31345,2.42235,1.80938,1.48397,0,1.882e-05,1.882e-05,1.882e-05
43,11906.2,0.63931,1.14893,0.65504,1.02608,0,0.4397,0.38448,0.33299,0.20478,0.34758,0.31983,0.29778,0.17528,1.30909,2.43017,1.86339,1.49416,0,1.684e-05,1.684e-05,1.684e-05
44,12492.2,0.65417,1.15603,0.62468,1.02878,0,0.46227,0.38236,0.34634,0.21737,0.44871,0.35729,0.32543,0.18491,1.28565,2.41551,1.76305,1.48167,0,1.486e-05,1.486e-05,1.486e-05
45,12692.9,0.62987,1.14046,0.62793,1.01761,0,0.45743,0.44575,0.34897,0.21806,0.4283,0.37761,0.3196,0.18322,1.30492,2.51648,1.80851,1.48002,0,1.288e-05,1.288e-05,1.288e-05
46,12893.5,0.61896,1.09606,0.5756,1.01402,0,0.44527,0.37034,0.34267,0.22454,0.4469,0.3717,0.33489,0.18861,1.27493,2.47695,1.82844,1.44383,0,1.09e-05,1.09e-05,1.09e-05
47,13094.2,0.59617,1.0963,0.56183,1.00778,0,0.38483,0.4229,0.33037,0.21688,0.36392,0.39377,0.31035,0.18214,1.29281,2.50607,1.87098,1.44382,0,8.92e-06,8.92e-06,8.92e-06
48,13441.7,0.59554,1.09699,0.56601,1.01696,0,0.44177,0.34258,0.34185,0.21904,0.39812,0.31344,0.31752,0.18967,1.28852,2.47135,1.8819,1.45102,0,6.94e-06,6.94e-06,6.94e-06
49,13847.7,0.55465,1.0232,0.53272,0.98546,0,0.36872,0.43916,0.34141,0.22101,0.34066,0.38448,0.3192,0.19013,1.28837,2.45791,1.86653,1.45226,0,4.96e-06,4.96e-06,4.96e-06
50,14048.5,0.57203,1.05179,0.5099,0.98374,0,0.38939,0.40142,0.33648,0.21695,0.33187,0.41719,0.32127,0.19172,1.28146,2.48369,1.87382,1.44717,0,2.98e-06,2.98e-06,2.98e-06
